"s","design_x","design_y","description"
,35,52,Shelf
,35,53,Shelf
,35,54,Shelf
,35,55,Crossable
1,35,56,Crossable
,35,57,Crossable
,35,58,Crossable
,35,59,Crossable
1,35,60,Crossable
,35,61,Crossable
,35,62,Crossable
,35,63,Crossable
,35,64,Crossable
,35,65,Crossable
,35,66,Crossable
,35,67,Crossable
,35,68,Crossable
,35,69,Crossable
,35,70,Crossable
,35,71,Crossable
1,35,72,Crossable
,35,73,Crossable
,35,74,Crossable
,35,75,Crossable
,35,76,Crossable
,35,77,Crossable
,35,78,Crossable
,35,79,Crossable
,35,80,Crossable
,35,81,Crossable
,35,82,Crossable
,35,83,Crossable
,35,84,Crossable
1,35,85,Crossable
7,35,86,Crossable
7,35,87,Crossable
5,35,88,Crossable
5,35,89,Crossable
2,35,90,Crossable
,35,91,Crossable
,35,92,Crossable
,35,93,Crossable
,35,94,Crossable
,35,95,Crossable
3,35,96,Crossable
4,35,97,Crossable
6,35,98,Crossable
8,35,99,Crossable
9,35,100,Crossable
4,35,101,Crossable
3,35,102,Crossable
3,35,103,Crossable
1,35,104,Shelf
1,35,105,Shelf
4,35,106,Shelf
,35,107,Wall
,35,108,Wall
,36,1,Wall
,36,2,Wall
,36,3,Wall
,36,4,Wall
,36,5,Wall
,36,6,Shelf
,36,7,Shelf
,36,8,Crossable
,36,9,Crossable
,36,10,Crossable
,36,11,Crossable
,36,12,Crossable
1,36,13,Crossable
,36,14,Crossable
2,36,15,Crossable
,36,16,Crossable
,36,17,Crossable
2,36,18,Crossable
14,36,19,Crossable
41,36,20,Crossable
78,36,21,Crossable
83,36,22,Crossable
72,36,23,Crossable
24,36,24,Crossable
2,36,25,Crossable
,36,26,Crossable
,36,27,Crossable
1,36,28,Crossable
1,36,29,Crossable
,36,30,Crossable
2,36,31,Crossable
,36,32,Crossable
5,36,33,Crossable
17,36,34,Crossable
33,36,35,Crossable
54,36,36,Crossable
37,36,37,Crossable
14,36,38,Crossable
4,36,39,Crossable
1,36,40,Crossable
,36,41,Crossable
,36,42,Crossable
,36,43,Crossable
,36,44,Crossable
,36,45,Crossable
,36,46,Crossable
,36,47,Crossable
,36,48,Shelf
,36,49,Shelf
,36,50,Wall
,36,51,Wall
,36,52,Shelf
,36,53,Shelf
,36,54,Shelf
,36,55,Crossable
,36,56,Crossable
1,36,57,Crossable
1,36,58,Crossable
2,36,59,Crossable
1,36,60,Crossable
,36,61,Crossable
1,36,62,Crossable
,36,63,Crossable
,36,64,Crossable
,36,65,Crossable
,36,66,Crossable
,36,67,Crossable
,36,68,Crossable
,36,69,Crossable
,36,70,Crossable
,36,71,Crossable
,36,72,Crossable
,36,73,Crossable
,36,74,Crossable
,36,75,Crossable
,36,76,Crossable
,36,77,Crossable
,36,78,Crossable
,36,79,Crossable
,36,80,Crossable
,36,81,Crossable
1,36,82,Crossable
,36,83,Crossable
,36,84,Crossable
3,36,85,Crossable
4,36,86,Crossable
9,36,87,Crossable
5,36,88,Crossable
2,36,89,Crossable
2,36,90,Crossable
,36,91,Crossable
,36,92,Crossable
,36,93,Crossable
,36,94,Crossable
2,36,95,Crossable
3,36,96,Crossable
6,36,97,Crossable
5,36,98,Crossable
10,36,99,Crossable
7,36,100,Crossable
2,36,101,Crossable
3,36,102,Crossable
1,36,103,Crossable
3,36,104,Shelf
1,36,105,Shelf
4,36,106,Shelf
,36,107,Wall
,36,108,Wall
,37,1,Wall
,37,2,Wall
,37,3,Wall
,37,4,Wall
,37,5,Wall
,37,6,Shelf
,37,7,Shelf
,37,8,Crossable
,37,9,Crossable
,37,10,Crossable
1,37,11,Crossable
1,37,12,Crossable
2,37,13,Crossable
1,37,14,Crossable
,37,15,Crossable
,37,16,Crossable
1,37,17,Crossable
9,37,18,Crossable
27,37,19,Crossable
120,37,20,Crossable
187,37,21,Crossable
171,37,22,Crossable
116,37,23,Crossable
40,37,24,Crossable
9,37,25,Crossable
3,37,26,Crossable
,37,27,Crossable
1,37,28,Crossable
,37,29,Crossable
1,37,30,Crossable
3,37,31,Crossable
2,37,32,Crossable
4,37,33,Crossable
12,37,34,Crossable
26,37,35,Crossable
67,37,36,Crossable
63,37,37,Crossable
25,37,38,Crossable
7,37,39,Crossable
1,37,40,Crossable
,37,41,Crossable
,37,42,Crossable
,37,43,Crossable
,37,44,Crossable
,37,45,Crossable
,37,46,Crossable
,37,47,Crossable
,37,48,Shelf
,37,49,Shelf
,37,50,Wall
,37,51,Wall
,37,52,Shelf
,37,53,Shelf
,37,54,Shelf
,37,55,Crossable
,37,56,Crossable
1,37,57,Crossable
,37,58,Crossable
1,37,59,Crossable
3,37,60,Crossable
,37,61,Crossable
,37,62,Crossable
2,37,63,Crossable
,37,64,Crossable
2,37,65,Crossable
1,37,66,Crossable
,37,67,Crossable
,37,68,Crossable
1,37,69,Crossable
,37,70,Crossable
,37,71,Crossable
,37,72,Crossable
1,37,73,Crossable
,37,74,Crossable
,37,75,Crossable
1,37,76,Crossable
,37,77,Crossable
,37,78,Crossable
,37,79,Crossable
,37,80,Crossable
,37,81,Crossable
1,37,82,Crossable
1,37,83,Crossable
1,37,84,Crossable
1,37,85,Crossable
5,37,86,Crossable
5,37,87,Crossable
6,37,88,Crossable
5,37,89,Crossable
1,37,90,Crossable
,37,91,Crossable
,37,92,Crossable
,37,93,Crossable
1,37,94,Crossable
3,37,95,Crossable
4,37,96,Crossable
5,37,97,Crossable
3,37,98,Crossable
10,37,99,Crossable
11,37,100,Crossable
8,37,101,Crossable
2,37,102,Crossable
6,37,103,Crossable
2,37,104,Shelf
3,37,105,Shelf
4,37,106,Shelf
,37,107,Wall
,37,108,Wall
,38,1,Wall
,38,2,Wall
,38,3,Wall
,38,4,Wall
,38,5,Wall
,38,6,Shelf
,38,7,Shelf
,38,8,Crossable
,38,9,Crossable
,38,10,Crossable
,38,11,Crossable
,38,12,Crossable
,38,13,Crossable
5,38,14,Crossable
2,38,15,Crossable
1,38,16,Crossable
10,38,17,Crossable
14,38,18,Crossable
34,38,19,Crossable
79,38,20,Crossable
128,38,21,Crossable
126,38,22,Crossable
90,38,23,Crossable
39,38,24,Crossable
5,38,25,Crossable
1,38,26,Crossable
3,38,27,Crossable
1,38,28,Crossable
3,38,29,Crossable
3,38,30,Crossable
4,38,31,Crossable
6,38,32,Crossable
3,38,33,Crossable
15,38,34,Crossable
29,38,35,Crossable
46,38,36,Crossable
32,38,37,Crossable
18,38,38,Crossable
15,38,39,Crossable
9,38,40,Crossable
4,38,41,Crossable
2,38,42,Crossable
1,38,43,Crossable
,38,44,Crossable
,38,45,Crossable
,38,46,Crossable
,38,47,Crossable
,38,48,Shelf
,38,49,Shelf
,38,50,Wall
,38,51,Wall
,38,52,Shelf
,38,53,Shelf
1,38,54,Shelf
2,38,55,Crossable
1,38,56,Crossable
1,38,57,Crossable
1,38,58,Crossable
3,38,59,Crossable
1,38,60,Crossable
1,38,61,Crossable
,38,62,Crossable
4,38,63,Crossable
3,38,64,Crossable
,38,65,Crossable
2,38,66,Crossable
2,38,67,Crossable
,38,68,Crossable
1,38,69,Crossable
2,38,70,Crossable
,38,71,Crossable
3,38,72,Crossable
1,38,73,Crossable
1,38,74,Crossable
2,38,75,Crossable
3,38,76,Crossable
,38,77,Crossable
1,38,78,Crossable
1,38,79,Crossable
4,38,80,Crossable
1,38,81,Crossable
2,38,82,Crossable
4,38,83,Crossable
3,38,84,Crossable
7,38,85,Crossable
10,38,86,Crossable
9,38,87,Crossable
9,38,88,Crossable
8,38,89,Crossable
3,38,90,Crossable
3,38,91,Crossable
,38,92,Crossable
2,38,93,Crossable
2,38,94,Crossable
5,38,95,Crossable
10,38,96,Crossable
7,38,97,Crossable
5,38,98,Crossable
5,38,99,Crossable
9,38,100,Crossable
6,38,101,Crossable
2,38,102,Crossable
1,38,103,Crossable
1,38,104,Crossable
3,38,105,Crossable
,38,106,Crossable
,38,107,Wall
,38,108,Wall
,39,1,Wall
,39,2,Wall
,39,3,Wall
,39,4,Wall
,39,5,Wall
,39,6,Shelf
,39,7,Shelf
,39,8,Crossable
,39,9,Crossable
,39,10,Crossable
,39,11,Crossable
1,39,12,Crossable
2,39,13,Crossable
3,39,14,Crossable
3,39,15,Crossable
7,39,16,Crossable
14,39,17,Crossable
22,39,18,Crossable
27,39,19,Crossable
60,39,20,Crossable
105,39,21,Crossable
117,39,22,Crossable
50,39,23,Crossable
21,39,24,Crossable
9,39,25,Crossable
5,39,26,Crossable
1,39,27,Crossable
2,39,28,Crossable
6,39,29,Crossable
2,39,30,Crossable
3,39,31,Crossable
5,39,32,Crossable
10,39,33,Crossable
15,39,34,Crossable
24,39,35,Crossable
39,39,36,Crossable
14,39,37,Crossable
23,39,38,Crossable
13,39,39,Crossable
15,39,40,Crossable
5,39,41,Crossable
1,39,42,Crossable
,39,43,Crossable
,39,44,Crossable
,39,45,Crossable
,39,46,Crossable
,39,47,Crossable
,39,48,Shelf
,39,49,Shelf
,39,50,Wall
,39,51,Wall
,39,52,Shelf
,39,53,Shelf
,39,54,Shelf
,39,55,Crossable
,39,56,Crossable
1,39,57,Crossable
3,39,58,Crossable
7,39,59,Crossable
1,39,60,Crossable
2,39,61,Crossable
5,39,62,Crossable
3,39,63,Crossable
,39,64,Crossable
1,39,65,Crossable
5,39,66,Crossable
,39,67,Crossable
,39,68,Crossable
1,39,69,Crossable
4,39,70,Crossable
,39,71,Crossable
6,39,72,Crossable
5,39,73,Crossable
2,39,74,Crossable
2,39,75,Crossable
1,39,76,Crossable
6,39,77,Crossable
4,39,78,Crossable
4,39,79,Crossable
5,39,80,Crossable
9,39,81,Crossable
4,39,82,Crossable
4,39,83,Crossable
9,39,84,Crossable
7,39,85,Crossable
10,39,86,Crossable
8,39,87,Crossable
9,39,88,Crossable
5,39,89,Crossable
6,39,90,Crossable
9,39,91,Crossable
5,39,92,Crossable
2,39,93,Crossable
5,39,94,Crossable
9,39,95,Crossable
17,39,96,Crossable
8,39,97,Crossable
12,39,98,Crossable
9,39,99,Crossable
3,39,100,Crossable
7,39,101,Crossable
3,39,102,Crossable
,39,103,Crossable
,39,104,Crossable
,39,105,Crossable
,39,106,Crossable
,39,107,Wall
,39,108,Wall
,40,1,Wall
,40,2,Wall
,40,3,Wall
,40,4,Wall
,40,5,Wall
,40,6,Shelf
,40,7,Shelf
,40,8,Crossable
,40,9,Crossable
,40,10,Crossable
1,40,11,Crossable
2,40,12,Crossable
1,40,13,Crossable
1,40,14,Crossable
4,40,15,Crossable
4,40,16,Crossable
4,40,17,Crossable
9,40,18,Crossable
11,40,19,Crossable
36,40,20,Crossable
48,40,21,Crossable
50,40,22,Crossable
30,40,23,Crossable
21,40,24,Crossable
9,40,25,Crossable
5,40,26,Crossable
1,40,27,Crossable
2,40,28,Crossable
2,40,29,Crossable
1,40,30,Crossable
6,40,31,Crossable
7,40,32,Crossable
9,40,33,Crossable
9,40,34,Crossable
17,40,35,Crossable
8,40,36,Crossable
8,40,37,Crossable
5,40,38,Crossable
4,40,39,Crossable
3,40,40,Crossable
2,40,41,Crossable
,40,42,Crossable
,40,43,Crossable
,40,44,Crossable
,40,45,Crossable
,40,46,Crossable
,40,47,Crossable
,40,48,Shelf
,40,49,Shelf
,40,50,Wall
,40,51,Wall
,40,52,Shelf
,40,53,Shelf
,40,54,Shelf
,40,55,Crossable
1,40,56,Crossable
2,40,57,Crossable
6,40,58,Crossable
3,40,59,Crossable
5,40,60,Crossable
4,40,61,Crossable
4,40,62,Crossable
6,40,63,Crossable
1,40,64,Crossable
4,40,65,Crossable
3,40,66,Crossable
2,40,67,Crossable
2,40,68,Crossable
3,40,69,Crossable
9,40,70,Crossable
9,40,71,Crossable
6,40,72,Crossable
5,40,73,Crossable
3,40,74,Crossable
2,40,75,Crossable
6,40,76,Crossable
2,40,77,Crossable
8,40,78,Crossable
6,40,79,Crossable
4,40,80,Crossable
5,40,81,Crossable
6,40,82,Crossable
5,40,83,Crossable
7,40,84,Crossable
7,40,85,Crossable
18,40,86,Crossable
10,40,87,Crossable
5,40,88,Crossable
12,40,89,Crossable
8,40,90,Crossable
18,40,91,Crossable
5,40,92,Crossable
6,40,93,Crossable
8,40,94,Crossable
10,40,95,Crossable
6,40,96,Crossable
7,40,97,Crossable
10,40,98,Crossable
10,40,99,Crossable
4,40,100,Crossable
1,40,101,Crossable
,40,102,Crossable
1,40,103,Crossable
,40,104,Crossable
1,40,105,Crossable
1,40,106,Crossable
,40,107,Wall
,40,108,Wall
,41,1,Wall
,41,2,Wall
,41,3,Wall
,41,4,Wall
,41,5,Wall
,41,6,Shelf
,41,7,Shelf
,41,8,Crossable
,41,9,Crossable
,41,10,Crossable
1,41,11,Crossable
1,41,12,Crossable
,41,13,Crossable
4,41,14,Crossable
2,41,15,Crossable
3,41,16,Crossable
3,41,17,Crossable
2,41,18,Crossable
9,41,19,Crossable
21,41,20,Crossable
42,41,21,Crossable
38,41,22,Crossable
30,41,23,Crossable
9,41,24,Crossable
2,41,25,Crossable
1,41,26,Crossable
3,41,27,Crossable
,41,28,Crossable
1,41,29,Crossable
1,41,30,Crossable
1,41,31,Crossable
2,41,32,Crossable
5,41,33,Crossable
4,41,34,Crossable
3,41,35,Crossable
4,41,36,Crossable
2,41,37,Crossable
8,41,38,Crossable
2,41,39,Crossable
1,41,40,Crossable
4,41,41,Crossable
,41,42,Crossable
2,41,43,Crossable
,41,44,Crossable
,41,45,Crossable
,41,46,Crossable
,41,47,Crossable
,41,48,Shelf
,41,49,Shelf
,41,50,Wall
,41,51,Wall
1,41,52,Shelf
,41,53,Shelf
2,41,54,Shelf
1,41,55,Crossable
3,41,56,Crossable
1,41,57,Crossable
4,41,58,Crossable
7,41,59,Crossable
4,41,60,Crossable
2,41,61,Crossable
3,41,62,Crossable
2,41,63,Crossable
1,41,64,Crossable
,41,65,Crossable
1,41,66,Crossable
1,41,67,Crossable
,41,68,Crossable
4,41,69,Crossable
8,41,70,Crossable
4,41,71,Crossable
10,41,72,Crossable
4,41,73,Crossable
3,41,74,Crossable
7,41,75,Crossable
2,41,76,Crossable
1,41,77,Crossable
1,41,78,Crossable
5,41,79,Crossable
1,41,80,Crossable
1,41,81,Crossable
2,41,82,Crossable
4,41,83,Crossable
9,41,84,Crossable
13,41,85,Crossable
17,41,86,Crossable
10,41,87,Crossable
7,41,88,Crossable
8,41,89,Crossable
9,41,90,Crossable
3,41,91,Crossable
8,41,92,Crossable
6,41,93,Crossable
8,41,94,Crossable
7,41,95,Crossable
5,41,96,Crossable
13,41,97,Crossable
14,41,98,Crossable
8,41,99,Crossable
5,41,100,Crossable
1,41,101,Crossable
3,41,102,Crossable
,41,103,Crossable
2,41,104,Crossable
,41,105,Crossable
1,41,106,Crossable
,41,107,Wall
,41,108,Wall
,42,1,Wall
,42,2,Wall
,42,3,Wall
,42,4,Wall
,42,5,Wall
,42,6,Shelf
,42,7,Shelf
,42,8,Crossable
,42,9,Crossable
,42,10,Crossable
1,42,11,Crossable
,42,12,Crossable
1,42,13,Crossable
1,42,14,Crossable
1,42,15,Crossable
,42,16,Crossable
2,42,17,Crossable
2,42,18,Crossable
2,42,19,Crossable
15,42,20,Crossable
32,42,21,Crossable
23,42,22,Crossable
14,42,23,Crossable
7,42,24,Crossable
2,42,25,Crossable
,42,26,Crossable
1,42,27,Crossable
,42,28,Crossable
1,42,29,Crossable
3,42,30,Crossable
1,42,31,Crossable
8,42,32,Crossable
3,42,33,Crossable
5,42,34,Crossable
2,42,35,Crossable
,42,36,Crossable
2,42,37,Crossable
3,42,38,Crossable
2,42,39,Crossable
3,42,40,Crossable
,42,41,Crossable
1,42,42,Crossable
2,42,43,Crossable
,42,44,Crossable
,42,45,Crossable
,42,46,Crossable
,42,47,Crossable
,42,48,Shelf
,42,49,Shelf
,42,50,Wall
,42,51,Wall
1,42,52,Shelf
,42,53,Shelf
1,42,54,Shelf
3,42,55,Crossable
3,42,56,Crossable
4,42,57,Crossable
,42,58,Crossable
2,42,59,Crossable
1,42,60,Crossable
1,42,61,Crossable
,42,62,Crossable
1,42,63,Crossable
,42,64,Crossable
1,42,65,Crossable
1,42,66,Crossable
,42,67,Crossable
5,42,68,Crossable
4,42,69,Crossable
3,42,70,Crossable
12,42,71,Crossable
1,42,72,Crossable
5,42,73,Crossable
3,42,74,Crossable
2,42,75,Crossable
2,42,76,Crossable
,42,77,Crossable
,42,78,Crossable
,42,79,Crossable
3,42,80,Crossable
,42,81,Crossable
3,42,82,Crossable
4,42,83,Crossable
9,42,84,Crossable
11,42,85,Crossable
5,42,86,Crossable
5,42,87,Crossable
5,42,88,Crossable
3,42,89,Crossable
2,42,90,Crossable
2,42,91,Crossable
,42,92,Crossable
2,42,93,Crossable
2,42,94,Crossable
8,42,95,Crossable
6,42,96,Crossable
10,42,97,Crossable
9,42,98,Crossable
8,42,99,Crossable
4,42,100,Crossable
4,42,101,Crossable
1,42,102,Crossable
1,42,103,Crossable
1,42,104,Shelf
,42,105,Shelf
,42,106,Shelf
,42,107,Wall
,42,108,Wall
,43,1,Wall
,43,2,Wall
,43,3,Wall
,43,4,Wall
,43,5,Wall
,43,6,Shelf
,43,7,Shelf
,43,8,Crossable
,43,9,Crossable
,43,10,Crossable
,43,11,Crossable
,43,12,Crossable
,43,13,Crossable
,43,14,Crossable
,43,15,Crossable
1,43,16,Crossable
2,43,17,Crossable
2,43,18,Crossable
5,43,19,Crossable
7,43,20,Crossable
23,43,21,Crossable
24,43,22,Crossable
13,43,23,Crossable
5,43,24,Crossable
5,43,25,Crossable
2,43,26,Crossable
,43,27,Crossable
,43,28,Crossable
1,43,29,Crossable
1,43,30,Crossable
1,43,31,Crossable
7,43,32,Crossable
1,43,33,Crossable
1,43,34,Crossable
,43,35,Crossable
1,43,36,Crossable
,43,37,Crossable
,43,38,Crossable
1,43,39,Crossable
2,43,40,Crossable
4,43,41,Crossable
4,43,42,Crossable
1,43,43,Crossable
,43,44,Crossable
,43,45,Crossable
,43,46,Crossable
,43,47,Crossable
,43,48,Shelf
,43,49,Shelf
,43,50,Wall
,43,51,Wall
,43,52,Shelf
,43,53,Shelf
2,43,54,Shelf
6,43,55,Crossable
6,43,56,Crossable
3,43,57,Crossable
2,43,58,Crossable
,43,59,Crossable
1,43,60,Crossable
,43,61,Crossable
1,43,62,Crossable
1,43,63,Crossable
1,43,64,Crossable
3,43,65,Crossable
1,43,66,Crossable
1,43,67,Crossable
2,43,68,Crossable
1,43,69,Crossable
2,43,70,Crossable
2,43,71,Crossable
3,43,72,Crossable
3,43,73,Crossable
1,43,74,Crossable
,43,75,Crossable
1,43,76,Crossable
1,43,77,Crossable
,43,78,Crossable
,43,79,Crossable
,43,80,Crossable
1,43,81,Crossable
,43,82,Crossable
4,43,83,Crossable
8,43,84,Crossable
7,43,85,Crossable
2,43,86,Crossable
4,43,87,Crossable
3,43,88,Crossable
,43,89,Crossable
4,43,90,Crossable
2,43,91,Crossable
6,43,92,Crossable
1,43,93,Crossable
1,43,94,Crossable
8,43,95,Crossable
5,43,96,Crossable
11,43,97,Crossable
7,43,98,Crossable
9,43,99,Crossable
8,43,100,Crossable
5,43,101,Crossable
2,43,102,Crossable
2,43,103,Crossable
,43,104,Shelf
,43,105,Shelf
,43,106,Shelf
,43,107,Wall
,43,108,Wall
,44,1,Wall
,44,2,Wall
,44,3,Wall
,44,4,Wall
,44,5,Wall
,44,6,Shelf
,44,7,Shelf
,44,8,Crossable
,44,9,Crossable
,44,10,Crossable
,44,11,Crossable
1,44,12,Crossable
1,44,13,Crossable
,44,14,Crossable
3,44,15,Crossable
1,44,16,Crossable
,44,17,Crossable
1,44,18,Crossable
,44,19,Crossable
10,44,20,Crossable
12,44,21,Crossable
16,44,22,Crossable
19,44,23,Crossable
6,44,24,Crossable
12,44,25,Crossable
1,44,26,Crossable
2,44,27,Crossable
3,44,28,Crossable
2,44,29,Crossable
,44,30,Crossable
3,44,31,Crossable
3,44,32,Crossable
4,44,33,Crossable
,44,34,Crossable
2,44,35,Crossable
,44,36,Crossable
,44,37,Crossable
1,44,38,Crossable
2,44,39,Crossable
1,44,40,Crossable
4,44,41,Crossable
3,44,42,Crossable
1,44,43,Crossable
,44,44,Crossable
,44,45,Crossable
,44,46,Crossable
,44,47,Crossable
,44,48,Shelf
,44,49,Shelf
,44,50,Wall
,44,51,Wall
,44,52,Shelf
1,44,53,Shelf
,44,54,Shelf
2,44,55,Crossable
2,44,56,Crossable
5,44,57,Crossable
5,44,58,Crossable
2,44,59,Crossable
,44,60,Crossable
,44,61,Crossable
,44,62,Crossable
,44,63,Crossable
1,44,64,Crossable
,44,65,Crossable
1,44,66,Crossable
1,44,67,Crossable
,44,68,Crossable
1,44,69,Crossable
1,44,70,Crossable
1,44,71,Crossable
2,44,72,Crossable
3,44,73,Crossable
3,44,74,Crossable
,44,75,Crossable
,44,76,Crossable
,44,77,Crossable
,44,78,Crossable
,44,79,Crossable
1,44,80,Crossable
,44,81,Crossable
3,44,82,Crossable
4,44,83,Crossable
7,44,84,Crossable
3,44,85,Crossable
,44,86,Crossable
1,44,87,Crossable
,44,88,Crossable
,44,89,Crossable
,44,90,Crossable
,44,91,Crossable
,44,92,Crossable
1,44,93,Crossable
6,44,94,Crossable
2,44,95,Crossable
5,44,96,Crossable
6,44,97,Crossable
5,44,98,Crossable
4,44,99,Crossable
3,44,100,Crossable
2,44,101,Crossable
1,44,102,Crossable
2,44,103,Crossable
,44,104,Shelf
2,44,105,Shelf
1,44,106,Shelf
,44,107,Wall
,44,108,Wall
,45,1,Wall
,45,2,Wall
,45,3,Wall
,45,4,Wall
,45,5,Wall
,45,6,Shelf
,45,7,Shelf
,45,8,Crossable
,45,9,Crossable
,45,10,Crossable
,45,11,Crossable
3,45,12,Crossable
1,45,13,Crossable
1,45,14,Crossable
1,45,15,Crossable
1,45,16,Crossable
,45,17,Crossable
,45,18,Crossable
2,45,19,Crossable
1,45,20,Crossable
2,45,21,Crossable
12,45,22,Crossable
8,45,23,Crossable
18,45,24,Crossable
4,45,25,Crossable
3,45,26,Crossable
2,45,27,Crossable
3,45,28,Crossable
1,45,29,Crossable
5,45,30,Crossable
5,45,31,Crossable
4,45,32,Crossable
3,45,33,Crossable
,45,34,Crossable
,45,35,Crossable
1,45,36,Crossable
,45,37,Crossable
1,45,38,Crossable
,45,39,Crossable
2,45,40,Crossable
8,45,41,Crossable
2,45,42,Crossable
,45,43,Crossable
1,45,44,Crossable
,45,45,Crossable
,45,46,Crossable
,45,47,Crossable
,45,48,Shelf
1,45,49,Shelf
,45,50,Wall
2,45,51,Wall
1,45,52,Shelf
,45,53,Shelf
1,45,54,Shelf
3,45,55,Crossable
1,45,56,Crossable
5,45,57,Crossable
2,45,58,Crossable
2,45,59,Crossable
,45,60,Crossable
,45,61,Crossable
,45,62,Crossable
,45,63,Crossable
,45,64,Crossable
,45,65,Crossable
,45,66,Crossable
,45,67,Crossable
2,45,68,Crossable
3,45,69,Crossable
2,45,70,Crossable
3,45,71,Crossable
3,45,72,Crossable
2,45,73,Crossable
3,45,74,Crossable
,45,75,Crossable
,45,76,Crossable
,45,77,Crossable
,45,78,Crossable
,45,79,Crossable
,45,80,Crossable
1,45,81,Crossable
,45,82,Crossable
1,45,83,Crossable
4,45,84,Crossable
2,45,85,Crossable
,45,86,Crossable
,45,87,Crossable
,45,88,Crossable
1,45,89,Crossable
,45,90,Crossable
1,45,91,Crossable
,45,92,Crossable
1,45,93,Crossable
2,45,94,Crossable
8,45,95,Crossable
1,45,96,Crossable
4,45,97,Crossable
8,45,98,Crossable
6,45,99,Crossable
4,45,100,Crossable
2,45,101,Crossable
1,45,102,Crossable
2,45,103,Crossable
1,45,104,Shelf
1,45,105,Shelf
,45,106,Shelf
,45,107,Wall
,45,108,Wall
,46,1,Wall
,46,2,Wall
,46,3,Wall
,46,4,Wall
,46,5,Wall
,46,6,Shelf
,46,7,Shelf
,46,8,Crossable
,46,9,Crossable
,46,10,Crossable
1,46,11,Crossable
1,46,12,Crossable
,46,13,Crossable
2,46,14,Crossable
3,46,15,Crossable
,46,16,Crossable
,46,17,Crossable
1,46,18,Crossable
,46,19,Crossable
2,46,20,Crossable
1,46,21,Crossable
11,46,22,Crossable
15,46,23,Crossable
21,46,24,Crossable
10,46,25,Crossable
7,46,26,Crossable
4,46,27,Crossable
3,46,28,Crossable
3,46,29,Crossable
2,46,30,Crossable
8,46,31,Crossable
4,46,32,Crossable
,46,33,Crossable
2,46,34,Crossable
1,46,35,Crossable
1,46,36,Crossable
,46,37,Crossable
,46,38,Crossable
1,46,39,Crossable
3,46,40,Crossable
1,46,41,Crossable
3,46,42,Crossable
2,46,43,Crossable
,46,44,Crossable
,46,45,Crossable
,46,46,Crossable
,46,47,Crossable
,46,48,Shelf
,46,49,Shelf
1,46,50,Wall
1,46,51,Wall
,46,52,Shelf
3,46,53,Shelf
,46,54,Shelf
,46,55,Crossable
1,46,56,Crossable
,46,57,Crossable
3,46,58,Crossable
3,46,59,Crossable
1,46,60,Crossable
1,46,61,Crossable
,46,62,Shelf
,46,63,Shelf
,46,64,Shelf
,46,65,Shelf
,46,66,Shelf
,46,67,Shelf
,46,68,Crossable
,46,69,Crossable
1,46,70,Crossable
,46,71,Crossable
,46,72,Crossable
1,46,73,Crossable
,46,74,Crossable
,46,75,Crossable
,46,76,Crossable
,46,77,Crossable
,46,78,Crossable
,46,79,Crossable
,46,80,Crossable
1,46,81,Crossable
2,46,82,Crossable
3,46,83,Crossable
1,46,84,Crossable
2,46,85,Crossable
3,46,86,Crossable
,46,87,Crossable
,46,88,Crossable
,46,89,Crossable
,46,90,Shelf
,46,91,Shelf
,46,92,Shelf
,46,93,Shelf
,46,94,Shelf
,46,95,Shelf
2,46,96,Crossable
3,46,97,Crossable
1,46,98,Crossable
2,46,99,Crossable
4,46,100,Crossable
3,46,101,Crossable
4,46,102,Crossable
,46,103,Crossable
,46,104,Shelf
,46,105,Shelf
1,46,106,Shelf
,46,107,Wall
,46,108,Wall
,47,1,Wall
,47,2,Wall
,47,3,Wall
,47,4,Wall
,47,5,Wall
,47,6,Shelf
,47,7,Shelf
,47,8,Crossable
,47,9,Crossable
,47,10,Crossable
2,47,11,Crossable
,47,12,Crossable
,47,13,Crossable
,47,14,Crossable
,47,15,Crossable
1,47,16,Crossable
,47,17,Crossable
2,47,18,Crossable
1,47,19,Crossable
1,47,20,Crossable
1,47,21,Crossable
5,47,22,Crossable
4,47,23,Crossable
7,47,24,Crossable
11,47,25,Crossable
12,47,26,Crossable
5,47,27,Crossable
6,47,28,Crossable
1,47,29,Crossable
7,47,30,Crossable
3,47,31,Crossable
7,47,32,Crossable
,47,33,Crossable
1,47,34,Crossable
2,47,35,Crossable
1,47,36,Crossable
,47,37,Crossable
1,47,38,Crossable
2,47,39,Crossable
4,47,40,Crossable
13,47,41,Crossable
4,47,42,Crossable
,47,43,Crossable
,47,44,Crossable
,47,45,Crossable
,47,46,Crossable
,47,47,Crossable
,47,48,Shelf
,47,49,Shelf
,47,50,Wall
,47,51,Wall
1,47,52,Shelf
1,47,53,Shelf
2,47,54,Shelf
,47,55,Crossable
1,47,56,Crossable
1,47,57,Crossable
4,47,58,Crossable
1,47,59,Crossable
2,47,60,Crossable
,47,61,Crossable
,47,62,Shelf
,47,63,Shelf
,47,64,Shelf
,47,65,Shelf
,47,66,Shelf
,47,67,Shelf
,47,68,Crossable
2,47,69,Crossable
,47,70,Crossable
,47,71,Crossable
4,47,72,Crossable
,47,73,Crossable
,47,74,Crossable
,47,75,Crossable
,47,76,Crossable
,47,77,Crossable
,47,78,Crossable
,47,79,Crossable
,47,80,Crossable
,47,81,Crossable
3,47,82,Crossable
3,47,83,Crossable
3,47,84,Crossable
1,47,85,Crossable
1,47,86,Crossable
